1, 0.99886674
1.05, 0.99844366
1.0999999, 0.9979612
1.1499999, 0.9973784
1.1999998, 0.99652946
1.2499998, 0.99552447
1.2999997, 0.9942455
1.3499997, 0.9928595
1.3999996, 0.9908411
1.4499996, 0.98857987
1.4999995, 0.9861332
1.5499995, 0.9828601
1.5999994, 0.97951156
1.6499994, 0.97476953
1.6999993, 0.9697689
1.7499993, 0.9638773
1.7999992, 0.95661247
1.8499992, 0.9481472
1.8999991, 0.93771905
1.9499991, 0.9265518
1.999999, 0.9089479
2.049999, 0.89398307
2.099999, 0.87238157
2.149999, 0.8395535
2.1999989, 0.8142122
2.2499988, 0.7743673
2.2999988, 0.7286208
2.3499987, 0.67825145
2.3999987, 0.6359774
2.4499986, 0.5903252
2.4999986, 0.537949
2.5499985, 0.49586922
2.5999985, 0.45536014
2.6499984, 0.42157736
2.6999984, 0.39735755
2.7499983, 0.36758024
2.7999983, 0.34178942
2.8499982, 0.321138
2.8999982, 0.30719405
2.9499981, 0.29198354
2.999998, 0.27885875
