temp, energy_density, magnetisation, specific_heat, susceptibility
0, -2.0000000000214517, 1.0000000000107259, -inf, -inf
0.1, -2.0000000000214517, 1.0000000000107259, -0.00000035633274819701905, -0.000000008908318704925477
0.2, -2.0000000000214517, 1.0000000000107259, -0.00000008908318704925476, -0.0000000044541593524627384
0.30000000000000004, -2.0000000000214517, 1.0000000000107259, -0.00000003959252757744656, -0.000000002969439568308492
0.4, -2.0000000000214517, 1.0000000000107259, -0.00000002227079676231369, -0.0000000022270796762313692
0.5, -1.9999990400214513, 0.999999760010726, 0.0000307053784490563, 0.0000009582067650626413
0.6000000000000001, -1.999989120021447, 0.9999972800107254, 0.00024173500201464366, 0.000009063948679492264
0.7000000000000001, -1.9999037600214076, 0.9999758800107224, 0.0015752453780768685, 0.00006951561434626845
0.8, -1.999628960021281, 0.9999067200107113, 0.004663483465151329, 0.00023771123399001225
0.9, -1.9988293600209404, 0.9997038000106774, 0.011826860223574143, 0.0006950507188877155
1, -1.9971660000202385, 0.9992781600105946, 0.023270121181703872, 0.001553973771224264
1.1, -1.993903280018959, 0.9984277200104308, 0.04220598152863181, 0.003253302359073793
1.2000000000000002, -1.9886344800170184, 0.9970365200100839, 0.06730528690806951, 0.00589554802678928
1.3, -1.9803888800143654, 0.9948083200094818, 0.1001786955627275, 0.010073357583496544
1.4000000000000001, -1.9681795200113683, 0.9914152000085626, 0.14358242047630332, 0.016688599927017225
1.5, -1.9509815200081924, 0.9864760400072983, 0.19725005387972083, 0.026896379768719877
1.6, -1.9282533600054799, 0.9796353200057446, 0.26170051738986894, 0.04301473752311722
1.7000000000000002, -1.8980184000033118, 0.9700192400040657, 0.34336076327259696, 0.06951301313781774
1.8, -1.859205120001974, 0.956812200002547, 0.4395771408052059, 0.11442188479078241
1.9000000000000001, -1.8094449600011435, 0.9381750400013783, 0.5617466794109408, 0.1995693851276883
